serverTime,phoneTime,deviceId,lat,lon,acc,speed,ts
2018-02-09T15:08:19Z,2018-02-09T15:03:10Z,c83212d3,0,0,0,0,0
2018-02-11T07:13:39Z,2018-02-11T07:13:01Z,0576CE63,0,0,0,0,0
2018-02-11T08:53:51Z,2018-02-11T08:47:31Z,637517bc,0,0,0,0,0
2018-02-11T19:40:40Z,2018-02-11T19:40:07Z,ee16db3d,0,0,0,0,0
2018-02-18T18:08:42Z,2018-02-18T18:08:03Z,db9de86f,0,0,0,0,0
2018-01-03T10:30:26Z,2018-01-03T10:30:17Z,7B57DA05,-26.109926601543993,28.05167566617388,8.0,0.9857947826385498,2018-01-03T10:30:17Z
2018-01-03T10:32:19Z,2018-01-03T10:32:17Z,2A92C8D2,-26.10983669382566,28.051793192308807,65.0,-1.0,2018-01-03T10:32:12Z
2018-01-03T10:32:15Z,2018-01-03T10:32:11Z,9A6CA48D,-26.10983669382566,28.051793192308807,65.0,-1.0,2018-01-03T10:32:12Z
2018-01-03T10:35:18Z,2018-01-03T10:35:15Z,F9C73D6D,-26.109885955253716,28.052225802119867,10.0,0.9399999976158142,2018-01-03T10:35:15Z
2018-01-03T10:34:34Z,2018-01-03T10:34:33Z,676CC9F2,-26.110771040521914,28.051762596456552,5.0,14.069999694824219,2018-01-03T10:34:32Z
2018-01-03T10:35:19Z,2018-01-03T10:35:15Z,899FE13A,-26.109885955253716,28.052225802119867,10.0,0.9399999976158142,2018-01-03T10:35:15Z
2018-01-03T10:31:19Z,2018-01-03T10:30:42Z,cd449d6d,0,0,0,0,0
2018-01-03T10:30:26Z,2018-01-03T10:30:17Z,DA1FBDD0,-26.109926601543993,28.05167566617388,8.0,0.9857947826385498,2018-01-03T10:30:17Z
2018-01-03T10:30:54Z,2018-01-03T10:30:52Z,BBA20AF2,-26.11014218497047,28.051928618056902,64.0,1.0461320877075195,2018-01-03T10:30:52Z
2018-01-03T12:40:33Z,2018-01-03T12:40:33Z,E2F43E88,-26.109866636344364,28.051703298131635,16.0,0.17405369877815247,2018-01-03T12:40:32Z
